dataset,encoding,dim_reduction,model,accuracy
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.4995
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.51575
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.52075
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.4905
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.59075
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.59725
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.5575
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.49375
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.55975
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.48775
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.50225
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5305
employee_salary,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.8605
employee_salary,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.84625
employee_salary,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.8455
employee_salary,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.858
employee_salary,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.85425
drug_directory,skrub__minhash_10,passthrough,LogisticRegression,0.64175
drug_directory,skrub__minhash_10,passthrough,LogisticRegression,0.652
drug_directory,skrub__minhash_10,passthrough,LogisticRegression,0.653
drug_directory,skrub__minhash_10,passthrough,LogisticRegression,0.65425
drug_directory,skrub__minhash_10,passthrough,LogisticRegression,0.66025
drug_directory,skrub__minhash_30,passthrough,LogisticRegression,0.6725
drug_directory,skrub__minhash_30,passthrough,LogisticRegression,0.66125
drug_directory,skrub__minhash_30,passthrough,LogisticRegression,0.6925
drug_directory,skrub__minhash_30,passthrough,LogisticRegression,0.67975
drug_directory,skrub__minhash_30,passthrough,LogisticRegression,0.67925
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.753
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.78925
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.76625
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.78275
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.7665
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.87975
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.87075
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.87225
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.86925
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.8685
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.87625
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.87725
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.88575
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.87775
drug_directory,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.884
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.76325
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.7765
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.7745
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.79425
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.77475
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.8525
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.876
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.87825
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.879
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.877
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.872
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.8875
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.86925
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.8895
drug_directory,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.8765
drug_directory,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.673
drug_directory,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.66475
drug_directory,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.673
drug_directory,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.67625
drug_directory,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.66525
drug_directory,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.832
drug_directory,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.8455
drug_directory,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.82825
drug_directory,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.84075
drug_directory,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.845
drug_directory,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.84825
drug_directory,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.848
drug_directory,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.8645
drug_directory,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.85375
drug_directory,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.856
drug_directory,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.7025
drug_directory,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.72225
drug_directory,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.71875
drug_directory,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.7265
drug_directory,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.70425
drug_directory,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.84775
drug_directory,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.861
drug_directory,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.85575
drug_directory,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.8505
drug_directory,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.85975
drug_directory,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.8875
drug_directory,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.878
drug_directory,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.8895
drug_directory,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.876
drug_directory,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.88625
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.5875
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.4535
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.64225
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.612
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.55175
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.7795
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.4595
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.7165
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.60775
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.7175
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.482
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.517
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.53775
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.7035
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.65125
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.4235
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5025
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5805
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.6035
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5845
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.46075
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.47275
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.333
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.42175
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.43675
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.59375
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.386
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.36375
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.48825
drug_directory,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.61125
drug_directory,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.84275
drug_directory,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.869
drug_directory,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.84175
drug_directory,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.863
drug_directory,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.8575
drug_directory,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.78925
drug_directory,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.783
drug_directory,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.7825
drug_directory,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.79175
drug_directory,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.77725
drug_directory,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.8645
drug_directory,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.86375
drug_directory,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.865
drug_directory,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.862
drug_directory,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.881
drug_directory,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.87575
drug_directory,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.86825
drug_directory,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.88225
drug_directory,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.8705
drug_directory,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.88775
drug_directory,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.77675
drug_directory,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.782
drug_directory,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.768
drug_directory,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.77325
drug_directory,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.7645
drug_directory,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.8735
drug_directory,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.85075
drug_directory,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.86025
drug_directory,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.872
drug_directory,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.8775
drug_directory,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.86975
drug_directory,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.885
drug_directory,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.87275
drug_directory,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.8705
drug_directory,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.89125
drug_directory,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.731
drug_directory,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.74575
drug_directory,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.7405
drug_directory,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.73375
drug_directory,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.732
drug_directory,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.84075
drug_directory,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.8245
drug_directory,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.83825
drug_directory,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.823
drug_directory,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.82025
drug_directory,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.8475
drug_directory,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.85125
drug_directory,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.86275
drug_directory,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.8415
drug_directory,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.86325
drug_directory,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.78975
drug_directory,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.78625
drug_directory,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7805
drug_directory,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7825
drug_directory,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.78725
drug_directory,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.86175
drug_directory,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.8665
drug_directory,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.853
drug_directory,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.854
drug_directory,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.8525
drug_directory,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.909
drug_directory,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.89375
drug_directory,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.9035
drug_directory,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.8885
drug_directory,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.8815
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.4605
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.57525
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.453
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.43725
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.3935
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.322
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.30375
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.64925
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.459
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.2195
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.57275
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.521
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.486
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.51825
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.68275
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.53225
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.5605
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.574
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.45075
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.6565
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.57525
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.45625
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.645
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.316
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.018
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.34175
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.41075
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.635
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5735
drug_directory,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.208
drug_directory,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.89575
drug_directory,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.874
drug_directory,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.888
drug_directory,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.88475
drug_directory,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.87975
museums,skrub__minhash_10,passthrough,LogisticRegression,0.57075
museums,skrub__minhash_10,passthrough,LogisticRegression,0.58375
museums,skrub__minhash_10,passthrough,LogisticRegression,0.58125
museums,skrub__minhash_10,passthrough,LogisticRegression,0.575
museums,skrub__minhash_10,passthrough,LogisticRegression,0.58825
museums,skrub__minhash_30,passthrough,LogisticRegression,0.597
museums,skrub__minhash_30,passthrough,LogisticRegression,0.59425
museums,skrub__minhash_30,passthrough,LogisticRegression,0.59075
museums,skrub__minhash_30,passthrough,LogisticRegression,0.5955
museums,skrub__minhash_30,passthrough,LogisticRegression,0.5895
museums,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.6525
museums,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.64575
museums,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.64775
museums,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.64825
museums,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.64375
museums,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.633
museums,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.6505
museums,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.63875
museums,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.6375
museums,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.64125
museums,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.66125
museums,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.64575
museums,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.65075
museums,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.642
museums,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.6475
museums,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.643
museums,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.64325
museums,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.65
museums,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.64375
museums,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.64575
museums,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.6355
museums,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.64
museums,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.61675
museums,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.6405
museums,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.6315
museums,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.65375
museums,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.66375
museums,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.65625
museums,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.65425
museums,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.66525
museums,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.58525
museums,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.594
museums,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.585
museums,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.61125
museums,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.58075
museums,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.58325
museums,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.59325
museums,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5995
museums,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.58375
museums,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5955
museums,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.61225
museums,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.6055
museums,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.6095
museums,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.59625
museums,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.61475
museums,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.63275
museums,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.656
museums,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.64375
museums,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.6345
museums,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.63625
museums,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.62225
museums,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.61225
museums,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.60725
museums,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.607
museums,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.6245
museums,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.63925
museums,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.634
museums,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.64125
museums,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.63125
museums,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.63675
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.605
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.54275
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.595
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.4545
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.556
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.52825
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.50675
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.46975
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.497
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.499
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.62525
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.46
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.43375
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.46125
museums,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.6045
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5425
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.48575
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.49725
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.55325
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5535
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.481
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.48025
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.53175
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.504
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.55425
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.45625
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.49475
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.597
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.4805
museums,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.56075
museums,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.654
museums,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.65875
museums,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.6615
museums,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.6545
museums,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.66175
museums,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.67175
museums,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.66225
museums,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.678
museums,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.6635
museums,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.66925
museums,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.6485
museums,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.6515
museums,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.65
